Age,Gender,Height,Weight,Steps_per_Day,Calories_Burned,Active_Minutes,Heart_Rate,Location,Workout_Routine
32.00,Male,167,53,8878,355.48,165,114.00,Urban,1
41.00,Male,160,71,17454,728.99,150,73.00,Urban,0
55.00,Male,170,67,16347,602.67,179,79.00,Urban,0
52.00,Male,171,77,8879,385.06,56,106.00,Urban,0
47.00,Non-Binary,156,70,19161,662.27,78,66.00,Urban,0
48.00,Female,177,53,14254,518.10,179,108.00,Urban,1
22.00,Male,179,61,8380,412.76,162,80.00,Urban,1
,Female,162,58,3228,119.31,13,113.00,Urban,0
28.00,Male,159,44,10814,399.36,90,97.00,Urban,0
26.00,Male,166,49,9888,414.44,13,72.00,Rural,0
51.00,Female,170,66,7391,365.26,98,119.00,Urban,0
29.00,Female,167,91,10429,517.92,32,79.00,Suburban,0
52.00,Male,169,61,19790,823.13,,104.00,Suburban,0
52.00,Non-Binary,172,58,1637,49.15,0,56.00,Urban,0
18.00,Female,156,52,18333,880.22,33,61.00,Urban,0
57.00,Female,157,70,11096,459.43,18,109.00,Urban,0
39.00,Female,142,87,4587,171.19,151,101.00,Suburban,0
46.00,Female,179,100,2111,98.34,3,76.00,Urban,0
25.00,Male,170,74,9367,355.91,163,61.00,Urban,0
28.00,Male,180,72,1722,52.83,76,62.00,Urban,0
58.00,Male,158,61,5866,272.31,57,111.00,Rural,0
54.00,Female,170,64,11139,455.78,159,78.00,Urban,0
31.00,Female,172,79,18086,664.89,136,84.00,Suburban,1
47.00,Male,164,65,3128,109.54,102,109.00,Urban,1
52.00,Non-Binary,154,67,10118,423.70,66,78.00,Rural,1
38.00,Non-Binary,187,69,3517,120.14,115,80.00,Suburban,0
54.00,Female,183,61,18533,676.03,147,110.00,Urban,0
22.00,Female,166,68,15228,650.70,119,51.00,Rural,0
36.00,Female,175,39,15179,722.99,21,82.00,Suburban,0
31.00,Male,165,78,19262,783.15,111,111.00,Urban,0
43.00,Female,160,105,10675,482.32,74,108.00,Urban,0
21.00,Male,188,61,1309,59.25,175,89.00,Suburban,0
42.00,Female,153,75,4952,214.36,135,98.00,Rural,0
59.00,Male,167,82,14871,519.25,142,81.00,Suburban,1
42.00,Female,170,89,10692,506.11,31,87.00,Suburban,0
35.00,Non-Binary,186,66,1015,39.31,66,62.00,Suburban,1
57.00,Male,178,42,17989,555.58,3,103.00,Urban,0
25.00,Female,153,74,17005,593.34,29,62.00,Suburban,0
56.00,Non-Binary,169,71,15278,692.26,12,88.00,Urban,0
57.00,Female,170,64,15817,496.38,20,72.00,Rural,0
31.00,Female,167,67,10759,354.48,40,63.00,Suburban,0
49.00,Female,176,72,16664,731.29,120,66.00,Suburban,0
55.00,Male,155,75,7412,354.68,18,73.00,Urban,0
50.00,Male,165,74,11196,477.79,47,107.00,Urban,0
40.00,Male,174,66,9507,327.48,85,112.00,Urban,0
32.00,Female,176,75,5820,180.82,62,83.00,Suburban,0
50.00,Male,171,65,8835,373.74,147,100.00,Suburban,0
42.00,Female,167,79,2849,88.17,36,59.00,Urban,1
34.00,Female,168,60,14587,616.37,30,70.00,Suburban,0
50.00,Female,177,71,2953,101.91,73,86.00,Rural,0
19.00,Female,170,45,13731,660.37,145,56.00,Urban,0
31.00,Non-Binary,159,64,7840,309.69,106,62.00,Urban,1
57.00,Male,157,78,6066,209.15,102,79.00,Suburban,0
57.00,Female,155,54,3415,160.72,109,80.00,Suburban,0
56.00,Female,184,65,3389,118.89,19,54.00,Suburban,0
23.00,Female,178,33,17211,621.87,138,81.00,Suburban,0
23.00,Non-Binary,168,49,1763,82.31,85,65.00,Rural,0
20.00,Male,165,53,18199,658.36,43,71.00,Urban,0
24.00,Male,164,71,7255,277.16,81,113.00,Urban,1
25.00,Female,180,75,18261,674.80,63,93.00,Urban,0
59.00,Male,189,69,8173,264.22,121,89.00,Urban,1
32.00,Female,163,64,11518,354.50,161,86.00,Urban,1
46.00,Female,181,64,11252,500.61,86,65.00,Urban,0
50.00,Male,170,80,13447,576.91,64,92.00,Rural,0
47.00,Female,167,73,16089,573.53,54,112.00,Rural,0
56.00,Male,185,64,10395,373.31,73,64.00,Urban,1
44.00,Female,169,89,13067,638.98,116,93.00,Suburban,0
53.00,Female,172,99,6287,312.80,128,58.00,Suburban,0
46.00,Non-Binary,172,51,14461,570.76,165,114.00,Rural,0
55.00,Male,153,77,14402,663.20,136,93.00,Suburban,1
50.00,Female,172,116,8433,377.24,94,69.00,Urban,0
54.00,Female,164,74,12284,441.57,144,119.00,Suburban,0
44.00,Female,155,71,5826,181.60,98,82.00,Suburban,0
50.00,Female,164,69,4664,153.22,111,55.00,Suburban,0
21.00,Male,164,77,11528,539.12,51,80.00,Rural,0
39.00,Male,180,81,1497,66.80,145,115.00,Rural,1
19.00,Male,159,51,8641,374.04,32,67.00,Suburban,0
27.00,Female,162,69,5643,184.04,3,77.00,Suburban,0
22.00,Male,172,35,6056,259.19,86,117.00,Rural,0
27.00,Male,156,66,1131,51.40,74,114.00,Urban,0
50.00,Non-Binary,163,56,6443,304.19,179,94.00,Urban,0
55.00,Male,153,75,18241,552.06,8,107.00,Urban,0
30.00,Non-Binary,179,45,14443,631.01,63,96.00,Rural,0
48.00,Female,166,62,9712,295.07,29,115.00,Suburban,0
53.00,Female,169,84,9221,406.99,135,101.00,Urban,0
41.00,Male,179,59,16660,711.59,132,85.00,Rural,0
,Male,162,41,7147,235.61,75,50.00,Suburban,0
46.00,Female,166,73,12588,570.52,128,88.00,Rural,0
25.00,Female,159,61,5604,175.78,14,50.00,Urban,0
22.00,Female,159,67,10452,486.31,88,63.00,Suburban,0
46.00,Male,160,59,18942,667.49,165,72.00,Suburban,0
21.00,Female,165,99,17399,761.68,,92.00,Suburban,0
29.00,Female,166,46,4605,223.22,127,71.00,Suburban,0
19.00,Female,172,112,14284,525.60,173,109.00,Rural,1
44.00,Female,161,64,2607,104.43,25,76.00,Urban,0
48.00,Female,173,72,12709,498.99,60,105.00,Rural,0
53.00,Female,174,61,3016,99.99,122,51.00,Urban,0
53.00,Male,165,60,4574,191.22,66,88.00,Urban,0
43.00,Female,161,58,14541,652.31,149,100.00,Urban,0
44.00,Male,170,79,8274,399.94,25,68.00,Urban,0
22.00,Male,167,48,10935,514.12,82,111.00,Urban,0
37.00,Male,172,75,16748,673.28,107,116.00,Rural,0
28.00,Male,185,37,7406,328.68,110,112.00,Suburban,0
27.00,Male,170,74,12826,590.20,59,54.00,Urban,0
57.00,Male,163,82,18472,736.47,38,110.00,Suburban,0
55.00,Female,161,50,2361,76.28,122,56.00,Urban,1
23.00,Non-Binary,161,80,5473,212.13,35,99.00,Urban,0
25.00,Male,155,70,8319,389.74,20,95.00,Suburban,0
40.00,Non-Binary,179,93,9667,405.36,168,63.00,Suburban,0
43.00,Female,147,57,10481,466.29,117,118.00,Suburban,0
29.00,Male,174,112,9520,320.88,47,114.00,Urban,0
43.00,Male,161,34,18570,915.26,25,114.00,Suburban,0
30.00,Female,164,65,4536,172.74,35,106.00,Suburban,0
57.00,Female,161,44,2773,119.44,151,111.00,Rural,0
35.00,Female,184,97,11255,341.90,127,69.00,Urban,0
42.00,Male,170,66,3558,115.80,148,75.00,Suburban,0
50.00,Male,177,67,6079,277.45,145,93.00,Suburban,1
57.00,Male,183,76,15341,757.22,14,116.00,Rural,0
29.00,Male,171,69,10981,399.72,78,119.00,Urban,1
53.00,Male,158,61,4524,139.08,133,111.00,Suburban,0
21.00,Male,167,51,9998,372.10,170,94.00,Urban,1
22.00,Female,162,72,14697,446.04,158,60.00,Suburban,0
54.00,Non-Binary,164,75,14606,494.38,27,83.00,Urban,0
25.00,Male,169,80,14429,650.02,135,95.00,Urban,0
59.00,Non-Binary,168,98,17039,830.51,156,81.00,Suburban,0
,Male,174,37,8140,258.44,148,54.00,Urban,0
48.00,Female,175,68,9785,402.73,119,112.00,Urban,0
26.00,Male,168,87,15901,557.77,87,78.00,Urban,1
46.00,Female,174,68,4280,140.30,177,97.00,Urban,0
,Non-Binary,164,34,3212,110.43,30,65.00,Rural,0
57.00,Female,183,50,16213,673.74,46,74.00,Suburban,0
58.00,Male,164,74,9078,284.17,33,78.00,Rural,0
39.00,Female,181,74,16936,655.16,1,101.00,Urban,0
28.00,Male,155,80,17997,588.58,105,95.00,Rural,0
40.00,Female,166,58,15274,541.52,93,74.00,Urban,1
18.00,Female,166,73,1868,63.17,71,72.00,Suburban,0
54.00,Male,172,55,18195,867.16,51,83.00,Urban,0
38.00,Female,178,73,17042,752.58,134,116.00,Suburban,0
43.00,Female,157,70,16407,777.19,146,83.00,Suburban,1
53.00,Male,158,57,17254,649.95,89,81.00,Urban,0
40.00,Female,155,93,2744,99.52,91,78.00,Urban,1
18.00,Male,183,44,3256,122.46,142,58.00,Suburban,0
57.00,Female,172,67,12859,390.54,77,115.00,Urban,0
32.00,Female,159,57,6423,285.79,175,106.00,Urban,0
38.00,Female,165,97,6089,225.27,124,88.00,Urban,0
26.00,Female,181,78,7608,275.92,141,56.00,Suburban,0
26.00,Female,167,60,10717,449.72,130,118.00,Rural,0
27.00,Male,166,65,18853,730.08,49,57.00,Urban,0
43.00,Female,162,97,18897,937.61,92,67.00,Urban,1
58.00,Male,159,55,5876,218.15,,98.00,Rural,1
52.00,Female,181,43,18835,796.30,53,65.00,Suburban,1
42.00,Male,186,74,4007,145.19,133,70.00,Urban,1
43.00,Male,160,74,15325,763.37,176,59.00,Rural,0
28.00,Female,184,79,4124,160.43,150,53.00,Urban,0
55.00,Male,165,80,2753,117.51,77,93.00,Urban,1
19.00,Female,175,96,18996,618.02,77,57.00,Rural,0
24.00,Male,184,44,4275,190.92,19,104.00,Rural,0
35.00,Male,168,51,9747,344.89,90,68.00,Urban,0
44.00,Female,166,79,13443,523.90,98,113.00,Urban,0
51.00,Male,178,53,19433,926.23,172,89.00,Urban,0
44.00,Male,158,48,1824,90.13,55,100.00,Urban,0
34.00,Female,181,97,14880,572.75,1,58.00,Urban,0
41.00,Male,171,45,12041,562.27,104,79.00,Urban,1
42.00,Female,164,64,2081,64.65,172,105.00,Rural,0
,Male,163,69,12517,587.69,167,93.00,Rural,0
23.00,Male,156,89,17876,761.34,111,108.00,Suburban,0
41.00,Female,164,41,5764,229.26,23,64.00,Suburban,1
50.00,Male,167,76,9266,442.91,156,117.00,Urban,0
46.00,Male,159,56,12183,571.46,108,119.00,Urban,0
39.00,Male,169,79,17712,636.55,67,110.00,Urban,1
43.00,Male,174,56,13877,635.98,113,72.00,Suburban,0
45.00,Female,167,93,10982,351.31,83,96.00,Urban,1
38.00,Male,176,56,9968,463.07,48,66.00,Rural,0
24.00,Female,161,33,15639,680.44,31,106.00,Suburban,0
34.00,Female,180,58,5674,180.19,60,103.00,Urban,0
37.00,Male,171,66,5316,232.11,169,101.00,Urban,0
58.00,Non-Binary,185,86,16314,678.83,128,71.00,Suburban,0
37.00,Male,194,51,10695,448.02,101,88.00,Rural,1
39.00,Non-Binary,165,51,16814,602.23,34,62.00,Suburban,1
45.00,Male,165,84,9379,331.36,50,115.00,Urban,1
57.00,Female,167,49,2214,100.19,44,101.00,Suburban,0
24.00,Female,175,67,12638,444.05,76,63.00,Urban,1
18.00,Male,183,67,11713,455.93,112,112.00,Rural,0
49.00,Female,163,73,16977,745.22,64,77.00,Suburban,1
30.00,Female,173,58,13071,412.94,13,95.00,Suburban,0
47.00,Male,168,56,4136,173.26,92,77.00,Urban,0
40.00,Male,176,75,7618,318.34,130,51.00,Suburban,1
36.00,Female,185,56,6265,273.68,23,66.00,Urban,1
49.00,Female,167,49,8965,335.28,64,108.00,Urban,0
47.00,Non-Binary,153,88,10597,413.07,175,101.00,Urban,0
46.00,Female,177,77,9708,355.31,137,53.00,Rural,0
46.00,Non-Binary,161,96,7569,349.41,12,52.00,Suburban,0
47.00,Female,168,81,18875,615.56,141,86.00,Urban,0
33.00,Male,177,50,6213,306.05,99,73.00,Rural,0
57.00,Male,172,71,12881,549.98,137,84.00,Urban,0
36.00,Female,168,54,5228,249.57,167,51.00,Urban,0
35.00,Female,164,45,5409,208.38,150,82.00,Urban,0
18.00,Male,141,63,1590,58.27,98,59.00,Suburban,0
31.00,Male,176,84,19590,940.60,54,111.00,Suburban,0
19.00,Non-Binary,167,74,3708,118.57,62,92.00,Urban,0
45.00,Female,185,49,6981,225.78,70,118.00,Suburban,0
47.00,Male,173,62,13221,475.78,169,108.00,Urban,0
55.00,Female,164,67,18131,891.96,98,58.00,Suburban,0
21.00,Male,180,44,14785,630.75,65,109.00,Urban,0
18.00,Male,181,80,7553,310.31,78,112.00,Suburban,0
25.00,Male,167,66,18881,832.79,72,101.00,Suburban,0
46.00,Male,181,49,2379,91.23,46,72.00,Suburban,1
56.00,Female,164,48,8360,377.55,80,79.00,Urban,0
20.00,Male,171,86,4770,180.61,125,92.00,Suburban,0
49.00,Female,175,64,15449,718.80,51,117.00,Urban,0
27.00,Female,177,87,10088,356.57,,70.00,Rural,0
27.00,Male,176,93,2546,90.51,145,92.00,Urban,1
36.00,Female,166,85,7208,291.55,151,56.00,Urban,0
51.00,Female,180,61,17350,669.97,22,65.00,Suburban,0
50.00,Female,168,32,9875,424.25,139,72.00,Suburban,0
40.00,Male,164,74,2295,85.57,150,107.00,Urban,0
45.00,Female,164,101,16861,583.58,20,80.00,Rural,0
49.00,Female,189,69,14973,589.88,63,118.00,Rural,1
24.00,Male,162,40,18769,773.64,71,55.00,Suburban,1
46.00,Male,182,59,15481,508.58,161,114.00,Urban,0
25.00,Female,158,67,18326,753.83,129,108.00,Suburban,1
18.00,Female,174,53,4280,155.73,68,77.00,Urban,0
20.00,Male,172,31,14597,552.48,158,67.00,Urban,1
41.00,Female,186,68,18417,655.39,67,59.00,Rural,1
40.00,Male,163,58,3786,184.11,146,56.00,Rural,0
25.00,Female,160,96,3233,141.17,127,86.00,Rural,0
54.00,Male,168,71,2620,92.35,106,94.00,Urban,0
20.00,Female,186,77,4535,194.55,108,65.00,Urban,0
50.00,Male,161,68,3882,182.34,71,63.00,Urban,0
45.00,Male,144,71,17554,667.62,102,60.00,Urban,1
25.00,Male,170,45,10745,500.71,140,83.00,Urban,1
51.00,Male,179,54,4897,162.03,64,109.00,Urban,0
52.00,Female,159,86,16861,783.29,133,62.00,Suburban,1
,Male,178,73,3837,156.57,111,88.00,Suburban,1
41.00,Female,159,64,9599,330.78,154,93.00,Suburban,0
31.00,Male,168,77,16911,645.03,78,77.00,Rural,0
49.00,Male,177,77,7721,384.20,179,89.00,Urban,0
33.00,Male,158,99,18063,824.96,125,65.00,Urban,0
21.00,Male,171,72,6487,269.22,120,99.00,Suburban,0
54.00,Male,182,54,16121,520.76,86,77.00,Suburban,0
38.00,Male,174,68,1236,47.41,47,117.00,Suburban,1
31.00,Female,162,79,12629,445.31,87,109.00,Urban,1
48.00,Male,185,84,12549,394.29,67,61.00,Urban,0
35.00,Female,176,45,3423,139.81,171,65.00,Suburban,1
24.00,Female,151,73,13906,664.48,100,102.00,Rural,0
27.00,Male,178,56,15988,695.67,16,103.00,Rural,1
24.00,Female,164,61,2032,71.11,37,98.00,Suburban,0
50.00,Non-Binary,171,82,7339,304.36,137,85.00,Suburban,0
40.00,Female,180,81,3940,192.53,53,111.00,Rural,1
38.00,Female,164,59,13262,589.61,133,75.00,Suburban,0
36.00,Male,153,67,12652,554.02,133,105.00,Suburban,0
36.00,Female,185,61,5942,293.32,51,71.00,Rural,0
53.00,Female,181,113,7961,366.03,14,118.00,Suburban,0
46.00,Female,169,74,8730,285.75,67,98.00,Rural,1
35.00,Non-Binary,178,57,1633,60.34,111,51.00,Urban,0
19.00,Male,166,89,7822,385.65,103,102.00,Suburban,1
18.00,Male,170,90,7487,297.94,6,56.00,Rural,0
22.00,Female,168,96,16131,519.95,50,69.00,Urban,0
37.00,Female,166,101,6738,263.94,57,79.00,Suburban,0
28.00,Male,173,80,4098,180.07,108,116.00,Urban,0
59.00,Male,157,64,9097,454.40,110,108.00,Rural,0
19.00,Male,167,66,14136,515.65,153,115.00,Suburban,0
20.00,Male,173,65,6476,260.86,30,52.00,Urban,0
40.00,Female,188,63,9253,440.38,91,105.00,Urban,0
29.00,Female,158,88,19201,712.46,105,66.00,Suburban,0
37.00,Male,175,70,5887,189.47,12,101.00,Suburban,0
22.00,Male,176,84,19982,978.69,145,56.00,Urban,0
54.00,Male,151,80,12643,502.80,118,54.00,Rural,0
55.00,Male,174,53,10492,420.26,140,103.00,Suburban,0
47.00,Female,178,44,3653,154.97,114,110.00,Suburban,0
26.00,Non-Binary,175,51,2454,73.79,151,65.00,Urban,0
,Female,169,63,18522,900.59,56,116.00,Rural,0
52.00,Male,173,72,6807,253.42,125,108.00,Urban,0
39.00,Female,171,60,4192,159.04,156,96.00,Suburban,0
41.00,Female,153,80,13812,462.46,53,97.00,Rural,1
34.00,Female,171,62,16775,630.12,132,113.00,Urban,0
27.00,Female,166,73,11402,525.39,162,99.00,Suburban,0
47.00,Male,162,71,14074,647.40,18,90.00,Urban,0
40.00,Male,194,96,16245,791.39,76,71.00,Suburban,0
49.00,Male,182,55,4759,181.15,68,103.00,Suburban,1
34.00,Male,158,103,16683,736.96,43,54.00,Rural,0
34.00,Male,173,61,13460,540.35,37,66.00,Rural,0
31.00,Female,184,49,17447,803.97,61,90.00,Suburban,0
26.00,Female,155,66,16460,728.37,21,84.00,Suburban,0
57.00,Female,170,118,18729,699.68,72,89.00,Suburban,0
19.00,Male,171,83,18358,674.35,167,71.00,Urban,0
42.00,Non-Binary,157,79,10814,379.02,153,97.00,Suburban,0
56.00,Non-Binary,173,81,14890,618.39,124,102.00,Rural,0
26.00,Female,181,58,2740,135.02,4,59.00,Urban,1
39.00,Non-Binary,185,74,12218,415.43,53,67.00,Urban,1
21.00,Female,167,70,7055,225.09,85,98.00,Urban,0
43.00,Non-Binary,195,97,2954,95.67,176,79.00,Urban,0
46.00,Male,149,68,17663,806.53,2,68.00,Urban,0
51.00,Male,173,64,19775,731.72,37,104.00,Urban,0
40.00,Male,155,52,10232,352.87,141,109.00,Urban,1
54.00,Male,170,72,7439,275.67,174,70.00,Suburban,0
28.00,Male,164,74,1961,84.14,141,75.00,Urban,0
23.00,Female,175,51,18601,761.45,72,77.00,Suburban,1
35.00,Female,168,76,7007,314.42,37,88.00,Rural,1
38.00,Female,161,73,18776,690.61,171,82.00,Rural,0
59.00,Male,162,85,3076,120.09,124,89.00,Suburban,0
53.00,Female,189,88,7196,230.56,69,78.00,Urban,0
58.00,Female,174,71,17292,544.03,64,69.00,Rural,0
55.00,Male,152,54,11315,444.06,24,69.00,Suburban,1
51.00,Female,175,57,12785,460.67,15,61.00,Urban,0
34.00,Male,168,96,9142,386.30,14,74.00,Urban,0
54.00,Male,170,72,7260,224.04,130,74.00,Urban,0
42.00,Non-Binary,178,96,16534,536.29,36,53.00,Urban,1
55.00,Male,181,77,5841,276.30,124,53.00,Urban,1
29.00,Female,161,81,14384,594.44,112,58.00,Rural,1
40.00,Female,169,84,18443,815.94,165,64.00,Suburban,0
59.00,Female,164,51,2922,136.86,0,75.00,Suburban,1
39.00,Male,175,74,12991,510.24,70,81.00,Rural,0
38.00,Male,167,51,7101,321.12,102,101.00,Suburban,0
44.00,Male,170,65,3473,140.63,18,81.00,Rural,0
48.00,Female,167,79,9108,313.82,51,58.00,Rural,1
23.00,Male,168,54,16450,604.59,117,62.00,Urban,1
44.00,Male,187,78,11043,439.59,157,105.00,Rural,0
57.00,Non-Binary,193,47,17210,625.37,106,93.00,Suburban,0
51.00,Female,173,87,5549,203.71,,79.00,Urban,1
29.00,Male,169,60,1594,58.58,13,65.00,Suburban,0
24.00,Female,154,54,17890,580.65,12,61.00,Suburban,1
27.00,Female,162,48,5889,186.64,83,115.00,Rural,0
34.00,Male,168,61,9212,284.93,89,67.00,Urban,0
43.00,Male,162,41,18783,605.17,26,62.00,Suburban,0
38.00,Female,163,61,4201,154.91,88,73.00,Urban,0
45.00,Female,185,86,8854,370.78,136,61.00,Urban,0
19.00,Female,170,67,7763,262.10,40,109.00,Urban,0
18.00,Male,171,52,11653,556.55,47,109.00,Suburban,0
53.00,Male,163,73,6190,285.78,11,50.00,Rural,0
43.00,Male,181,72,14715,594.64,137,92.00,Urban,1
46.00,Male,167,99,6681,297.20,5,104.00,Suburban,0
38.00,Male,164,81,4678,174.61,161,89.00,Urban,0
28.00,Male,154,74,15102,464.17,179,113.00,Urban,1
57.00,Female,169,83,17720,852.10,40,83.00,Suburban,0
28.00,Non-Binary,164,67,2667,86.83,5,83.00,Urban,0
53.00,Female,186,68,18293,895.60,129,97.00,Suburban,0
56.00,Female,188,94,9204,381.39,14,82.00,Urban,1
57.00,Male,157,45,6122,221.07,144,117.00,Urban,1
52.00,Non-Binary,158,84,12217,487.59,15,79.00,Suburban,0
51.00,Male,167,68,16583,663.86,155,78.00,Suburban,1
41.00,Non-Binary,161,65,1973,60.11,84,72.00,Urban,0
39.00,Non-Binary,172,61,2408,89.36,9,83.00,Suburban,0
22.00,Female,166,72,11135,498.82,137,64.00,Rural,1
50.00,Non-Binary,172,69,19672,790.84,137,102.00,Suburban,0
53.00,Female,180,63,9738,339.71,155,66.00,Urban,1
37.00,Male,159,59,15349,563.34,151,113.00,Suburban,0
36.00,Male,179,41,2218,104.83,18,110.00,Suburban,0
52.00,Female,162,59,18804,761.77,67,106.00,Urban,1
34.00,Male,191,62,4377,177.56,41,86.00,Rural,0
51.00,Female,186,72,11964,588.98,139,56.00,Rural,1
26.00,Non-Binary,168,99,5098,185.66,145,57.00,Rural,1
43.00,Male,160,60,8619,341.23,150,117.00,Rural,1
19.00,Female,158,54,12939,598.23,83,70.00,Suburban,0
26.00,Non-Binary,178,59,19226,868.60,133,110.00,Suburban,0
26.00,Non-Binary,169,72,17878,631.38,52,78.00,Suburban,1
57.00,Non-Binary,179,78,7560,249.64,97,74.00,Rural,0
34.00,Female,192,80,6510,286.53,41,107.00,Suburban,0
18.00,Non-Binary,162,82,4444,156.22,29,63.00,Urban,1
42.00,Female,157,84,8543,413.94,8,115.00,Urban,0
57.00,Male,171,65,13429,437.58,169,103.00,Rural,1
59.00,Female,181,100,8253,300.13,33,116.00,Urban,0
42.00,Female,160,64,14775,459.44,167,79.00,Suburban,0
56.00,Male,170,71,1045,46.05,87,67.00,Rural,0
52.00,Female,183,89,16597,793.76,144,103.00,Suburban,0
20.00,Female,153,78,3057,130.59,156,70.00,Rural,0
54.00,Male,172,36,1663,81.08,49,102.00,Suburban,0
47.00,Female,164,70,5668,184.61,75,65.00,Urban,1
55.00,Female,171,82,19413,616.45,176,77.00,Rural,0
51.00,Female,177,49,6717,314.14,45,53.00,Urban,0
29.00,Male,172,81,3696,174.12,45,104.00,Urban,0
36.00,Male,159,75,14200,662.02,125,64.00,Urban,0
54.00,Male,164,87,17101,786.29,16,113.00,Urban,0
34.00,Non-Binary,184,59,9831,366.15,65,114.00,Urban,0
27.00,Male,173,84,6004,206.23,103,65.00,Urban,0
29.00,Female,178,72,14156,687.64,4,69.00,Suburban,0
33.00,Male,172,96,5402,195.23,122,113.00,Rural,0
41.00,Male,178,111,11787,447.53,124,82.00,Urban,0
36.00,Female,166,93,15662,688.99,111,118.00,Urban,0
25.00,Female,162,77,6912,247.91,15,118.00,Suburban,0
48.00,Male,177,104,1394,64.66,80,107.00,Suburban,0
38.00,Male,181,79,15635,490.95,90,88.00,Rural,0
34.00,Male,160,56,4597,210.65,134,85.00,Urban,0
40.00,Female,164,69,11524,484.43,135,117.00,Rural,0
54.00,Female,168,81,1329,55.10,71,70.00,Suburban,1
33.00,Male,186,82,18156,711.13,95,112.00,Suburban,1
,Male,175,53,2645,94.01,110,55.00,Urban,0
25.00,Male,156,53,19171,753.06,81,73.00,Urban,1
42.00,Non-Binary,169,64,10815,421.79,37,102.00,Urban,0
,Non-Binary,167,78,18383,766.11,53,99.00,Urban,0
42.00,Male,158,79,2848,101.48,75,61.00,Suburban,0
29.00,Female,168,72,2561,80.80,14,105.00,Rural,0
32.00,Male,167,57,1773,58.33,177,64.00,Suburban,0
43.00,Male,166,96,8311,365.55,115,89.00,Suburban,0
58.00,Female,165,53,16203,493.38,8,90.00,Suburban,1
43.00,Non-Binary,184,89,19187,904.26,7,118.00,Urban,0
49.00,Non-Binary,166,81,10290,451.61,109,118.00,Rural,0
27.00,Female,170,89,3050,138.35,146,55.00,Suburban,0
33.00,Male,169,63,18131,847.07,50,116.00,Urban,1
24.00,Female,164,67,4973,161.39,30,82.00,Urban,0
34.00,Male,170,70,2615,121.46,101,92.00,Suburban,0
40.00,Female,170,62,15550,623.44,2,70.00,Suburban,0
43.00,Male,170,73,11494,548.38,98,114.00,Urban,0
38.00,Female,161,93,6506,310.54,82,66.00,Rural,0
39.00,Male,167,50,14054,428.42,42,57.00,Suburban,0
24.00,Male,177,60,14861,559.63,28,113.00,Suburban,0
31.00,Non-Binary,168,58,12587,510.13,9,77.00,Urban,0
32.00,Male,171,68,14515,632.38,139,62.00,Urban,0
24.00,Female,171,67,6854,244.85,,62.00,Rural,0
26.00,Male,174,81,17600,616.75,29,87.00,Rural,0
25.00,Male,175,70,18743,705.21,93,74.00,Urban,0
,Male,168,74,4774,191.05,31,111.00,Urban,0
46.00,Male,160,75,5927,290.56,46,72.00,Urban,1
35.00,Female,157,73,5429,245.62,87,70.00,Urban,0
48.00,Male,180,80,5606,216.32,62,103.00,Suburban,0
47.00,Non-Binary,177,68,5478,170.30,153,112.00,Rural,0
56.00,Female,176,94,17076,569.83,130,79.00,Urban,1
52.00,Male,178,108,19280,754.20,22,117.00,Urban,0
35.00,Female,168,80,8366,387.15,73,81.00,Rural,0
59.00,Female,163,73,5427,204.13,49,73.00,Urban,0
56.00,Female,160,79,14476,590.19,163,56.00,Rural,0
34.00,Male,159,53,6361,304.29,123,50.00,Suburban,0
31.00,Male,182,72,1641,79.22,12,52.00,Rural,1
48.00,Female,165,59,11085,380.39,125,77.00,Urban,0
41.00,Non-Binary,180,77,5050,155.90,28,92.00,Urban,0
52.00,Female,168,59,5553,200.51,165,95.00,Urban,0
51.00,Male,163,64,19688,864.62,120,50.00,Urban,0
20.00,Female,159,41,4343,212.90,89,87.00,Urban,1
54.00,Female,164,52,3056,96.39,132,84.00,Rural,0
57.00,Female,184,75,10416,318.41,147,103.00,Rural,1
43.00,Male,159,56,8226,392.24,77,73.00,Suburban,0
40.00,Female,191,85,1886,84.80,108,77.00,Urban,0
56.00,Male,161,55,9584,477.71,13,71.00,Suburban,0
32.00,Male,177,76,19830,752.27,135,65.00,Suburban,0
21.00,Female,168,58,12530,480.16,47,62.00,Urban,0
46.00,Male,166,75,4591,153.55,140,111.00,Rural,0
39.00,Male,157,46,19565,632.28,23,92.00,Urban,0
42.00,Male,169,63,17738,737.45,78,81.00,Urban,0
30.00,Non-Binary,158,57,3631,135.38,161,116.00,Urban,0
35.00,Female,153,83,18905,597.52,50,106.00,Suburban,0
50.00,Male,171,76,12370,590.54,2,114.00,Suburban,0
33.00,Female,163,51,19721,669.87,127,118.00,Urban,1
59.00,Female,186,66,18012,810.03,118,98.00,Urban,0
19.00,Male,180,58,3679,131.14,57,82.00,Urban,0
52.00,Female,186,84,5422,250.81,124,68.00,Urban,0
59.00,Female,163,89,8463,273.93,112,85.00,Urban,0
51.00,Female,171,48,10613,478.87,54,119.00,Urban,0
47.00,Male,143,82,18510,591.62,118,64.00,Urban,1
30.00,Female,167,57,2780,108.25,119,73.00,Rural,0
30.00,Female,170,66,10424,465.75,79,76.00,Suburban,0
35.00,Male,171,70,7571,253.36,41,98.00,Suburban,0
49.00,Male,169,97,1825,65.18,20,72.00,Urban,0
49.00,Male,170,54,12155,574.87,9,82.00,Urban,0
52.00,Male,142,82,3395,161.95,56,90.00,Urban,1
